site,variable,statCd
81031,00060,00003
81035,00060,00003
81948,00060,00003
82038,00060,00003
82051,00060,00003
82067,00060,00003
82074,00060,00003
82101,00060,00003
82105,00062,00003
82110,00060,00003
82120,00060,00003
82127,00060,00003
