site,variable,statCd
143239,00060,00003
143247,00060,00003
143250,00060,00003
143263,00060,00003
143271,00060,00003
143329,00060,00003
143338,00060,00003
143348,00060,00003
143349,00060,00003
143771,00060,00003
143777,00060,00003
143861,00060,00003
143870,72019,00002
143896,72019,00002
