site,variable,statCd
161463,00060,00003
161472,00060,00003
18479,00060,00003
18491,00060,00003
295651,00060,00003
18555,00060,00003
18564,00060,00003
19156,00060,00003
19157,00060,00003
295697,00060,00003
19175,00060,00003
19181,00060,00003
19226,00060,00003
325850,00060,00003
19278,00060,00003
19289,00060,00003
19291,00060,00003
19330,00060,00003
19335,00060,00003
19345,00060,00003
295736,00060,00003
19461,00060,00003
19518,00060,00003
