site,variable,statCd
325806,00060,00003
18974,00060,00003
18975,00060,00003
18983,00060,00003
18986,00060,00003
325829,00060,00003
19128,00060,00003
19554,00060,00003
19561,00060,00003
19562,00060,00003
19570,00060,00003
19571,00060,00003
325896,00060,00003
19575,00060,00003
19590,00060,00003
19591,00060,00003
19604,00060,00003
100090,00060,00003
