site,variable,statCd
160978,00060,00003
160981,00060,00003
160982,00060,00003
160991,00060,00003
161001,00060,00003
161008,00060,00003
161012,00060,00003
161036,00060,00003
161037,00060,00003
161090,00060,00003
161310,00060,00003
161689,00060,00003
161705,00060,00003
161728,00060,00003
161742,00060,00003
161750,00054,32400
