site,variable,statCd
295846,00060,00003
143489,00060,00003
143495,00060,00003
143497,00060,00003
143503,00060,00003
143506,00060,00003
143509,00060,00003
143519,00060,00003
143523,00060,00003
143619,00060,00003
143621,00060,00003
196823,00060,00003
143627,00060,00003
143628,00060,00003
143636,00060,00003
