site,variable,statCd
325964,00060,00003
9532,00060,00003
327887,00060,00003
327889,00054,32400
9640,00060,00003
9644,00060,00003
9645,00060,00003
9652,00054,32400
9653,00060,00003
9658,00054,32400
9662,00060,00003
9664,00060,00003
9668,00060,00003
